,Unnamed: 0,img_pair,question,img1,img2,answer,survey,observer,is_redundant,img1_fname,img2_fname,answer_fname,network,dataset
4295,4295,s40-q940-im119-im141-impicker,940,119,141,141,40,4,False,001197-vesselunet-chase.png,001197-saunet-chase.png,001197-saunet-chase.png,saunet,chase
4296,4296,s40-q925-im27-im96-impicker,925,27,96,96,40,4,True,001197-vgan-chase.png,001197-iternet_uni-chase.png,001197-iternet_uni-chase.png,iternet_uni,chase
4297,4297,s40-q964-im56-im119-impicker,964,56,119,119,40,4,False,001197-eswanet-chase.png,001197-vesselunet-chase.png,001197-vesselunet-chase.png,vesselunet,chase
4298,4298,s40-q934-im119-im185-impicker,934,119,185,185,40,4,False,001197-vesselunet-chase.png,001197-iternet-chase.png,001197-iternet-chase.png,iternet,chase
4299,4299,s40-q937-im27-im119-impicker,937,27,119,119,40,4,False,001197-vgan-chase.png,001197-vesselunet-chase.png,001197-vesselunet-chase.png,vesselunet,chase
4300,4300,s40-q959-im141-im221-impicker,959,141,221,221,40,4,True,001197-saunet-chase.png,001197-unet-chase.png,001197-unet-chase.png,unet,chase
4301,4301,s40-q949-im79-im221-impicker,949,79,221,221,40,4,False,001197-laddernet-chase.png,001197-unet-chase.png,001197-unet-chase.png,unet,chase
4302,4302,s40-q953-im56-im96-impicker,953,56,96,96,40,4,True,001197-eswanet-chase.png,001197-iternet_uni-chase.png,001197-iternet_uni-chase.png,iternet_uni,chase
4303,4303,s40-q930-im27-im79-impicker,930,27,79,79,40,4,False,001197-vgan-chase.png,001197-laddernet-chase.png,001197-laddernet-chase.png,laddernet,chase
4304,4304,s40-q927-im79-im185-impicker,927,79,185,185,40,4,False,001197-laddernet-chase.png,001197-iternet-chase.png,001197-iternet-chase.png,iternet,chase
4305,4305,s40-q942-im79-im119-impicker,942,79,119,119,40,4,False,001197-laddernet-chase.png,001197-vesselunet-chase.png,001197-vesselunet-chase.png,vesselunet,chase
4306,4306,s40-q954-im56-im185-impicker,954,56,185,185,40,4,False,001197-eswanet-chase.png,001197-iternet-chase.png,001197-iternet-chase.png,iternet,chase
4307,4307,s40-q929-im141-im185-impicker,929,141,185,185,40,4,False,001197-saunet-chase.png,001197-iternet-chase.png,001197-iternet-chase.png,iternet,chase
4308,4308,s40-q962-im96-im221-impicker,962,96,221,221,40,4,False,001197-iternet_uni-chase.png,001197-unet-chase.png,001197-unet-chase.png,unet,chase
4309,4309,s40-q947-im56-im185-impicker,947,56,185,185,40,4,True,001197-eswanet-chase.png,001197-iternet-chase.png,001197-iternet-chase.png,iternet,chase
4310,4310,s40-q946-im119-im141-impicker,946,119,141,141,40,4,True,001197-vesselunet-chase.png,001197-saunet-chase.png,001197-saunet-chase.png,saunet,chase
4311,4311,s40-q950-im119-im221-impicker,950,119,221,221,40,4,False,001197-vesselunet-chase.png,001197-unet-chase.png,001197-unet-chase.png,unet,chase
4312,4312,s40-q961-im56-im79-impicker,961,56,79,79,40,4,False,001197-eswanet-chase.png,001197-laddernet-chase.png,001197-laddernet-chase.png,laddernet,chase
4313,4313,s40-q933-im79-im96-impicker,933,79,96,96,40,4,False,001197-laddernet-chase.png,001197-iternet_uni-chase.png,001197-iternet_uni-chase.png,iternet_uni,chase
4314,4314,s40-q935-im56-im141-impicker,935,56,141,141,40,4,False,001197-eswanet-chase.png,001197-saunet-chase.png,001197-saunet-chase.png,saunet,chase
4315,4315,s40-q941-im119-im185-impicker,941,119,185,185,40,4,True,001197-vesselunet-chase.png,001197-iternet-chase.png,001197-iternet-chase.png,iternet,chase
4316,4316,s40-q966-im27-im185-impicker,966,27,185,185,40,4,False,001197-vgan-chase.png,001197-iternet-chase.png,001197-iternet-chase.png,iternet,chase
4317,4317,s40-q951-im56-im79-impicker,951,56,79,79,40,4,True,001197-eswanet-chase.png,001197-laddernet-chase.png,001197-laddernet-chase.png,laddernet,chase
4318,4318,s40-q958-im96-im119-impicker,958,96,119,119,40,4,False,001197-iternet_uni-chase.png,001197-vesselunet-chase.png,001197-vesselunet-chase.png,vesselunet,chase
4319,4319,s40-q948-im27-im79-impicker,948,27,79,79,40,4,True,001197-vgan-chase.png,001197-laddernet-chase.png,001197-laddernet-chase.png,laddernet,chase
4320,4320,s40-q932-im96-im185-impicker,932,96,185,185,40,4,True,001197-iternet_uni-chase.png,001197-iternet-chase.png,001197-iternet-chase.png,iternet,chase
4321,4321,s40-q965-im27-im141-impicker,965,27,141,141,40,4,True,001197-vgan-chase.png,001197-saunet-chase.png,001197-saunet-chase.png,saunet,chase
4322,4322,s40-q926-im56-im221-impicker,926,56,221,221,40,4,False,001197-eswanet-chase.png,001197-unet-chase.png,001197-unet-chase.png,unet,chase
4323,4323,s40-q956-im79-im185-impicker,956,79,185,185,40,4,True,001197-laddernet-chase.png,001197-iternet-chase.png,001197-iternet-chase.png,iternet,chase
4324,4324,s40-q936-im79-im221-impicker,936,79,221,221,40,4,True,001197-laddernet-chase.png,001197-unet-chase.png,001197-unet-chase.png,unet,chase
4325,4325,s40-q952-im56-im221-impicker,952,56,221,221,40,4,True,001197-eswanet-chase.png,001197-unet-chase.png,001197-unet-chase.png,unet,chase
4326,4326,s40-q931-im185-im221-impicker,931,185,221,221,40,6,False,001197-iternet-chase.png,001197-unet-chase.png,001197-unet-chase.png,unet,chase
4327,4327,s40-q963-im79-im141-impicker,963,79,141,79,40,6,False,001197-laddernet-chase.png,001197-saunet-chase.png,001197-laddernet-chase.png,laddernet,chase
4328,4328,s40-q938-im56-im96-impicker,938,56,96,56,40,6,False,001197-eswanet-chase.png,001197-iternet_uni-chase.png,001197-eswanet-chase.png,eswanet,chase
4329,4329,s40-q939-im96-im141-impicker,939,96,141,141,40,6,False,001197-iternet_uni-chase.png,001197-saunet-chase.png,001197-saunet-chase.png,saunet,chase
4330,4330,s40-q928-im27-im221-impicker,928,27,221,27,40,6,False,001197-vgan-chase.png,001197-unet-chase.png,001197-vgan-chase.png,vgan,chase
4331,4331,s40-q943-im96-im185-impicker,943,96,185,185,40,6,False,001197-iternet_uni-chase.png,001197-iternet-chase.png,001197-iternet-chase.png,iternet,chase
4332,4332,s40-q945-im141-im221-impicker,945,141,221,221,40,6,False,001197-saunet-chase.png,001197-unet-chase.png,001197-unet-chase.png,unet,chase
4333,4333,s40-q944-im27-im221-impicker,944,27,221,221,40,6,True,001197-vgan-chase.png,001197-unet-chase.png,001197-unet-chase.png,unet,chase
4334,4334,s40-q957-im27-im141-impicker,957,27,141,27,40,6,False,001197-vgan-chase.png,001197-saunet-chase.png,001197-vgan-chase.png,vgan,chase
4335,4335,s40-q960-im27-im56-impicker,960,27,56,56,40,6,False,001197-vgan-chase.png,001197-eswanet-chase.png,001197-eswanet-chase.png,eswanet,chase
4336,4336,s40-q955-im27-im96-impicker,955,27,96,27,40,6,False,001197-vgan-chase.png,001197-iternet_uni-chase.png,001197-vgan-chase.png,vgan,chase
4337,4337,s40-q940-im119-im141-impicker,940,119,141,119,40,6,False,001197-vesselunet-chase.png,001197-saunet-chase.png,001197-vesselunet-chase.png,vesselunet,chase
4338,4338,s40-q925-im27-im96-impicker,925,27,96,27,40,6,True,001197-vgan-chase.png,001197-iternet_uni-chase.png,001197-vgan-chase.png,vgan,chase
4339,4339,s40-q964-im56-im119-impicker,964,56,119,119,40,6,False,001197-eswanet-chase.png,001197-vesselunet-chase.png,001197-vesselunet-chase.png,vesselunet,chase
4340,4340,s40-q934-im119-im185-impicker,934,119,185,119,40,6,False,001197-vesselunet-chase.png,001197-iternet-chase.png,001197-vesselunet-chase.png,vesselunet,chase
4341,4341,s40-q937-im27-im119-impicker,937,27,119,119,40,6,False,001197-vgan-chase.png,001197-vesselunet-chase.png,001197-vesselunet-chase.png,vesselunet,chase
4342,4342,s40-q959-im141-im221-impicker,959,141,221,221,40,6,True,001197-saunet-chase.png,001197-unet-chase.png,001197-unet-chase.png,unet,chase
4343,4343,s40-q949-im79-im221-impicker,949,79,221,79,40,6,False,001197-laddernet-chase.png,001197-unet-chase.png,001197-laddernet-chase.png,laddernet,chase
4344,4344,s40-q953-im56-im96-impicker,953,56,96,56,40,6,True,001197-eswanet-chase.png,001197-iternet_uni-chase.png,001197-eswanet-chase.png,eswanet,chase
4345,4345,s40-q930-im27-im79-impicker,930,27,79,79,40,6,False,001197-vgan-chase.png,001197-laddernet-chase.png,001197-laddernet-chase.png,laddernet,chase
4346,4346,s40-q927-im79-im185-impicker,927,79,185,79,40,6,False,001197-laddernet-chase.png,001197-iternet-chase.png,001197-laddernet-chase.png,laddernet,chase
4347,4347,s40-q942-im79-im119-impicker,942,79,119,79,40,6,False,001197-laddernet-chase.png,001197-vesselunet-chase.png,001197-laddernet-chase.png,laddernet,chase
4348,4348,s40-q954-im56-im185-impicker,954,56,185,56,40,6,False,001197-eswanet-chase.png,001197-iternet-chase.png,001197-eswanet-chase.png,eswanet,chase
4349,4349,s40-q929-im141-im185-impicker,929,141,185,141,40,6,False,001197-saunet-chase.png,001197-iternet-chase.png,001197-saunet-chase.png,saunet,chase
4350,4350,s40-q962-im96-im221-impicker,962,96,221,221,40,6,False,001197-iternet_uni-chase.png,001197-unet-chase.png,001197-unet-chase.png,unet,chase
4351,4351,s40-q947-im56-im185-impicker,947,56,185,56,40,6,True,001197-eswanet-chase.png,001197-iternet-chase.png,001197-eswanet-chase.png,eswanet,chase
4352,4352,s40-q946-im119-im141-impicker,946,119,141,119,40,6,True,001197-vesselunet-chase.png,001197-saunet-chase.png,001197-vesselunet-chase.png,vesselunet,chase
4353,4353,s40-q950-im119-im221-impicker,950,119,221,221,40,6,False,001197-vesselunet-chase.png,001197-unet-chase.png,001197-unet-chase.png,unet,chase
4354,4354,s40-q961-im56-im79-impicker,961,56,79,79,40,6,False,001197-eswanet-chase.png,001197-laddernet-chase.png,001197-laddernet-chase.png,laddernet,chase
4355,4355,s40-q933-im79-im96-impicker,933,79,96,79,40,6,False,001197-laddernet-chase.png,001197-iternet_uni-chase.png,001197-laddernet-chase.png,laddernet,chase
4356,4356,s40-q935-im56-im141-impicker,935,56,141,141,40,6,False,001197-eswanet-chase.png,001197-saunet-chase.png,001197-saunet-chase.png,saunet,chase
4357,4357,s40-q941-im119-im185-impicker,941,119,185,119,40,6,True,001197-vesselunet-chase.png,001197-iternet-chase.png,001197-vesselunet-chase.png,vesselunet,chase
4358,4358,s40-q966-im27-im185-impicker,966,27,185,27,40,6,False,001197-vgan-chase.png,001197-iternet-chase.png,001197-vgan-chase.png,vgan,chase
4359,4359,s40-q951-im56-im79-impicker,951,56,79,56,40,6,True,001197-eswanet-chase.png,001197-laddernet-chase.png,001197-eswanet-chase.png,eswanet,chase
4360,4360,s40-q958-im96-im119-impicker,958,96,119,119,40,6,False,001197-iternet_uni-chase.png,001197-vesselunet-chase.png,001197-vesselunet-chase.png,vesselunet,chase
4361,4361,s40-q948-im27-im79-impicker,948,27,79,27,40,6,True,001197-vgan-chase.png,001197-laddernet-chase.png,001197-vgan-chase.png,vgan,chase
4362,4362,s40-q932-im96-im185-impicker,932,96,185,185,40,6,True,001197-iternet_uni-chase.png,001197-iternet-chase.png,001197-iternet-chase.png,iternet,chase
4363,4363,s40-q965-im27-im141-impicker,965,27,141,141,40,6,True,001197-vgan-chase.png,001197-saunet-chase.png,001197-saunet-chase.png,saunet,chase
4364,4364,s40-q926-im56-im221-impicker,926,56,221,221,40,6,False,001197-eswanet-chase.png,001197-unet-chase.png,001197-unet-chase.png,unet,chase
4365,4365,s40-q956-im79-im185-impicker,956,79,185,79,40,6,True,001197-laddernet-chase.png,001197-iternet-chase.png,001197-laddernet-chase.png,laddernet,chase
4366,4366,s40-q936-im79-im221-impicker,936,79,221,221,40,6,True,001197-laddernet-chase.png,001197-unet-chase.png,001197-unet-chase.png,unet,chase
4367,4367,s40-q952-im56-im221-impicker,952,56,221,221,40,6,True,001197-eswanet-chase.png,001197-unet-chase.png,001197-unet-chase.png,unet,chase
4368,4368,s40-q931-im185-im221-impicker,931,185,221,221,40,3,False,001197-iternet-chase.png,001197-unet-chase.png,001197-unet-chase.png,unet,chase
4369,4369,s40-q963-im79-im141-impicker,963,79,141,141,40,3,False,001197-laddernet-chase.png,001197-saunet-chase.png,001197-saunet-chase.png,saunet,chase
4370,4370,s40-q938-im56-im96-impicker,938,56,96,56,40,3,False,001197-eswanet-chase.png,001197-iternet_uni-chase.png,001197-eswanet-chase.png,eswanet,chase
4371,4371,s40-q939-im96-im141-impicker,939,96,141,141,40,3,False,001197-iternet_uni-chase.png,001197-saunet-chase.png,001197-saunet-chase.png,saunet,chase
4372,4372,s40-q928-im27-im221-impicker,928,27,221,27,40,3,False,001197-vgan-chase.png,001197-unet-chase.png,001197-vgan-chase.png,vgan,chase
4373,4373,s40-q943-im96-im185-impicker,943,96,185,185,40,3,False,001197-iternet_uni-chase.png,001197-iternet-chase.png,001197-iternet-chase.png,iternet,chase
4374,4374,s40-q945-im141-im221-impicker,945,141,221,141,40,3,False,001197-saunet-chase.png,001197-unet-chase.png,001197-saunet-chase.png,saunet,chase
4375,4375,s40-q944-im27-im221-impicker,944,27,221,221,40,3,True,001197-vgan-chase.png,001197-unet-chase.png,001197-unet-chase.png,unet,chase
4376,4376,s40-q957-im27-im141-impicker,957,27,141,27,40,3,False,001197-vgan-chase.png,001197-saunet-chase.png,001197-vgan-chase.png,vgan,chase
4377,4377,s40-q960-im27-im56-impicker,960,27,56,27,40,3,False,001197-vgan-chase.png,001197-eswanet-chase.png,001197-vgan-chase.png,vgan,chase
4378,4378,s40-q955-im27-im96-impicker,955,27,96,27,40,3,False,001197-vgan-chase.png,001197-iternet_uni-chase.png,001197-vgan-chase.png,vgan,chase
4379,4379,s40-q940-im119-im141-impicker,940,119,141,119,40,3,False,001197-vesselunet-chase.png,001197-saunet-chase.png,001197-vesselunet-chase.png,vesselunet,chase
4380,4380,s40-q925-im27-im96-impicker,925,27,96,27,40,3,True,001197-vgan-chase.png,001197-iternet_uni-chase.png,001197-vgan-chase.png,vgan,chase
4381,4381,s40-q964-im56-im119-impicker,964,56,119,56,40,3,False,001197-eswanet-chase.png,001197-vesselunet-chase.png,001197-eswanet-chase.png,eswanet,chase
4382,4382,s40-q934-im119-im185-impicker,934,119,185,185,40,3,False,001197-vesselunet-chase.png,001197-iternet-chase.png,001197-iternet-chase.png,iternet,chase
4383,4383,s40-q937-im27-im119-impicker,937,27,119,27,40,3,False,001197-vgan-chase.png,001197-vesselunet-chase.png,001197-vgan-chase.png,vgan,chase
4384,4384,s40-q959-im141-im221-impicker,959,141,221,141,40,3,True,001197-saunet-chase.png,001197-unet-chase.png,001197-saunet-chase.png,saunet,chase
4385,4385,s40-q949-im79-im221-impicker,949,79,221,79,40,3,False,001197-laddernet-chase.png,001197-unet-chase.png,001197-laddernet-chase.png,laddernet,chase
4386,4386,s40-q953-im56-im96-impicker,953,56,96,56,40,3,True,001197-eswanet-chase.png,001197-iternet_uni-chase.png,001197-eswanet-chase.png,eswanet,chase
4387,4387,s40-q930-im27-im79-impicker,930,27,79,27,40,3,False,001197-vgan-chase.png,001197-laddernet-chase.png,001197-vgan-chase.png,vgan,chase
4388,4388,s40-q927-im79-im185-impicker,927,79,185,79,40,3,False,001197-laddernet-chase.png,001197-iternet-chase.png,001197-laddernet-chase.png,laddernet,chase
4389,4389,s40-q942-im79-im119-impicker,942,79,119,79,40,3,False,001197-laddernet-chase.png,001197-vesselunet-chase.png,001197-laddernet-chase.png,laddernet,chase
4390,4390,s40-q954-im56-im185-impicker,954,56,185,56,40,3,False,001197-eswanet-chase.png,001197-iternet-chase.png,001197-eswanet-chase.png,eswanet,chase
4391,4391,s40-q929-im141-im185-impicker,929,141,185,141,40,3,False,001197-saunet-chase.png,001197-iternet-chase.png,001197-saunet-chase.png,saunet,chase
4392,4392,s40-q962-im96-im221-impicker,962,96,221,221,40,3,False,001197-iternet_uni-chase.png,001197-unet-chase.png,001197-unet-chase.png,unet,chase
4393,4393,s40-q947-im56-im185-impicker,947,56,185,185,40,3,True,001197-eswanet-chase.png,001197-iternet-chase.png,001197-iternet-chase.png,iternet,chase
4394,4394,s40-q946-im119-im141-impicker,946,119,141,119,40,3,True,001197-vesselunet-chase.png,001197-saunet-chase.png,001197-vesselunet-chase.png,vesselunet,chase
4395,4395,s40-q950-im119-im221-impicker,950,119,221,119,40,3,False,001197-vesselunet-chase.png,001197-unet-chase.png,001197-vesselunet-chase.png,vesselunet,chase
4396,4396,s40-q961-im56-im79-impicker,961,56,79,56,40,3,False,001197-eswanet-chase.png,001197-laddernet-chase.png,001197-eswanet-chase.png,eswanet,chase
4397,4397,s40-q933-im79-im96-impicker,933,79,96,79,40,3,False,001197-laddernet-chase.png,001197-iternet_uni-chase.png,001197-laddernet-chase.png,laddernet,chase
4398,4398,s40-q935-im56-im141-impicker,935,56,141,56,40,3,False,001197-eswanet-chase.png,001197-saunet-chase.png,001197-eswanet-chase.png,eswanet,chase
4399,4399,s40-q941-im119-im185-impicker,941,119,185,185,40,3,True,001197-vesselunet-chase.png,001197-iternet-chase.png,001197-iternet-chase.png,iternet,chase
4400,4400,s40-q966-im27-im185-impicker,966,27,185,27,40,3,False,001197-vgan-chase.png,001197-iternet-chase.png,001197-vgan-chase.png,vgan,chase
4401,4401,s40-q951-im56-im79-impicker,951,56,79,56,40,3,True,001197-eswanet-chase.png,001197-laddernet-chase.png,001197-eswanet-chase.png,eswanet,chase
4402,4402,s40-q958-im96-im119-impicker,958,96,119,119,40,3,False,001197-iternet_uni-chase.png,001197-vesselunet-chase.png,001197-vesselunet-chase.png,vesselunet,chase
4403,4403,s40-q948-im27-im79-impicker,948,27,79,27,40,3,True,001197-vgan-chase.png,001197-laddernet-chase.png,001197-vgan-chase.png,vgan,chase
4404,4404,s40-q932-im96-im185-impicker,932,96,185,185,40,3,True,001197-iternet_uni-chase.png,001197-iternet-chase.png,001197-iternet-chase.png,iternet,chase
4405,4405,s40-q965-im27-im141-impicker,965,27,141,27,40,3,True,001197-vgan-chase.png,001197-saunet-chase.png,001197-vgan-chase.png,vgan,chase
4406,4406,s40-q926-im56-im221-impicker,926,56,221,56,40,3,False,001197-eswanet-chase.png,001197-unet-chase.png,001197-eswanet-chase.png,eswanet,chase
4407,4407,s40-q956-im79-im185-impicker,956,79,185,79,40,3,True,001197-laddernet-chase.png,001197-iternet-chase.png,001197-laddernet-chase.png,laddernet,chase
4408,4408,s40-q936-im79-im221-impicker,936,79,221,79,40,3,True,001197-laddernet-chase.png,001197-unet-chase.png,001197-laddernet-chase.png,laddernet,chase
4409,4409,s40-q952-im56-im221-impicker,952,56,221,56,40,3,True,001197-eswanet-chase.png,001197-unet-chase.png,001197-eswanet-chase.png,eswanet,chase
4410,4410,s42-q1045-im103-im140-impicker,1045,103,140,140,42,3,False,003552-iternet-chase.png,003552-eswanet-chase.png,003552-eswanet-chase.png,eswanet,chase
4411,4411,s42-q1010-im90-im113-impicker,1010,90,113,113,42,3,False,003552-vesselunet-chase.png,003552-vgan-chase.png,003552-vgan-chase.png,vgan,chase
4412,4412,s42-q1035-im90-im103-impicker,1035,90,103,90,42,3,False,003552-vesselunet-chase.png,003552-iternet-chase.png,003552-vesselunet-chase.png,vesselunet,chase
4413,4413,s42-q1037-im30-im113-impicker,1037,30,113,113,42,3,False,003552-unet-chase.png,003552-vgan-chase.png,003552-vgan-chase.png,vgan,chase
4414,4414,s42-q1012-im49-im113-impicker,1012,49,113,113,42,3,False,003552-laddernet-chase.png,003552-vgan-chase.png,003552-vgan-chase.png,vgan,chase
4415,4415,s42-q1034-im103-im140-impicker,1034,103,140,140,42,3,True,003552-iternet-chase.png,003552-eswanet-chase.png,003552-eswanet-chase.png,eswanet,chase
4416,4416,s42-q1030-im30-im103-impicker,1030,30,103,30,42,3,False,003552-unet-chase.png,003552-iternet-chase.png,003552-unet-chase.png,unet,chase
4417,4417,s42-q1013-im30-im92-impicker,1013,30,92,30,42,3,False,003552-unet-chase.png,003552-iternet_uni-chase.png,003552-unet-chase.png,unet,chase
4418,4418,s42-q1050-im30-im90-impicker,1050,30,90,90,42,3,False,003552-unet-chase.png,003552-vesselunet-chase.png,003552-vesselunet-chase.png,vesselunet,chase
4419,4419,s42-q1015-im30-im134-impicker,1015,30,134,134,42,3,False,003552-unet-chase.png,003552-saunet-chase.png,003552-saunet-chase.png,saunet,chase
4420,4420,s42-q1041-im49-im103-impicker,1041,49,103,49,42,3,False,003552-laddernet-chase.png,003552-iternet-chase.png,003552-laddernet-chase.png,laddernet,chase
4421,4421,s42-q1040-im92-im140-impicker,1040,92,140,140,42,3,False,003552-iternet_uni-chase.png,003552-eswanet-chase.png,003552-eswanet-chase.png,eswanet,chase
4422,4422,s42-q1025-im113-im140-impicker,1025,113,140,140,42,3,False,003552-vgan-chase.png,003552-eswanet-chase.png,003552-eswanet-chase.png,eswanet,chase
4423,4423,s42-q1027-im134-im140-impicker,1027,134,140,140,42,3,False,003552-saunet-chase.png,003552-eswanet-chase.png,003552-eswanet-chase.png,eswanet,chase
4424,4424,s42-q1049-im30-im113-impicker,1049,30,113,113,42,3,True,003552-unet-chase.png,003552-vgan-chase.png,003552-vgan-chase.png,vgan,chase
4425,4425,s42-q1046-im49-im140-impicker,1046,49,140,49,42,3,False,003552-laddernet-chase.png,003552-eswanet-chase.png,003552-laddernet-chase.png,laddernet,chase
4426,4426,s42-q1029-im90-im140-impicker,1029,90,140,140,42,3,False,003552-vesselunet-chase.png,003552-eswanet-chase.png,003552-eswanet-chase.png,eswanet,chase
4427,4427,s42-q1033-im103-im134-impicker,1033,103,134,134,42,3,False,003552-iternet-chase.png,003552-saunet-chase.png,003552-saunet-chase.png,saunet,chase
4428,4428,s42-q1048-im49-im92-impicker,1048,49,92,49,42,3,False,003552-laddernet-chase.png,003552-iternet_uni-chase.png,003552-laddernet-chase.png,laddernet,chase
4429,4429,s42-q1038-im49-im134-impicker,1038,49,134,134,42,3,False,003552-laddernet-chase.png,003552-saunet-chase.png,003552-saunet-chase.png,saunet,chase
4430,4430,s42-q1043-im30-im140-impicker,1043,30,140,30,42,3,False,003552-unet-chase.png,003552-eswanet-chase.png,003552-unet-chase.png,unet,chase
4431,4431,s42-q1019-im113-im134-impicker,1019,113,134,113,42,3,False,003552-vgan-chase.png,003552-saunet-chase.png,003552-vgan-chase.png,vgan,chase
4432,4432,s42-q1028-im103-im113-impicker,1028,103,113,113,42,3,False,003552-iternet-chase.png,003552-vgan-chase.png,003552-vgan-chase.png,vgan,chase
4433,4433,s42-q1024-im49-im103-impicker,1024,49,103,49,42,3,True,003552-laddernet-chase.png,003552-iternet-chase.png,003552-laddernet-chase.png,laddernet,chase
4434,4434,s42-q1021-im49-im113-impicker,1021,49,113,113,42,3,True,003552-laddernet-chase.png,003552-vgan-chase.png,003552-vgan-chase.png,vgan,chase
4435,4435,s42-q1016-im90-im134-impicker,1016,90,134,134,42,3,False,003552-vesselunet-chase.png,003552-saunet-chase.png,003552-saunet-chase.png,saunet,chase
4436,4436,s42-q1020-im90-im92-impicker,1020,90,92,90,42,3,False,003552-vesselunet-chase.png,003552-iternet_uni-chase.png,003552-vesselunet-chase.png,vesselunet,chase
4437,4437,s42-q1039-im49-im92-impicker,1039,49,92,49,42,3,True,003552-laddernet-chase.png,003552-iternet_uni-chase.png,003552-laddernet-chase.png,laddernet,chase
4438,4438,s42-q1017-im103-im134-impicker,1017,103,134,134,42,3,True,003552-iternet-chase.png,003552-saunet-chase.png,003552-saunet-chase.png,saunet,chase
4439,4439,s42-q1047-im30-im140-impicker,1047,30,140,140,42,3,True,003552-unet-chase.png,003552-eswanet-chase.png,003552-eswanet-chase.png,eswanet,chase
4440,4440,s42-q1009-im30-im103-impicker,1009,30,103,30,42,3,True,003552-unet-chase.png,003552-iternet-chase.png,003552-unet-chase.png,unet,chase
4441,4441,s42-q1042-im90-im134-impicker,1042,90,134,134,42,3,True,003552-vesselunet-chase.png,003552-saunet-chase.png,003552-saunet-chase.png,saunet,chase
4442,4442,s42-q1018-im90-im103-impicker,1018,90,103,103,42,3,True,003552-vesselunet-chase.png,003552-iternet-chase.png,003552-iternet-chase.png,iternet,chase
4443,4443,s42-q1023-im49-im134-impicker,1023,49,134,134,42,3,True,003552-laddernet-chase.png,003552-saunet-chase.png,003552-saunet-chase.png,saunet,chase
4444,4444,s42-q1011-im92-im113-impicker,1011,92,113,113,42,3,False,003552-iternet_uni-chase.png,003552-vgan-chase.png,003552-vgan-chase.png,vgan,chase
4445,4445,s42-q1026-im49-im140-impicker,1026,49,140,140,42,3,True,003552-laddernet-chase.png,003552-eswanet-chase.png,003552-eswanet-chase.png,eswanet,chase
4446,4446,s42-q1022-im30-im49-impicker,1022,30,49,49,42,3,False,003552-unet-chase.png,003552-laddernet-chase.png,003552-laddernet-chase.png,laddernet,chase
4447,4447,s42-q1014-im90-im140-impicker,1014,90,140,90,42,3,True,003552-vesselunet-chase.png,003552-eswanet-chase.png,003552-vesselunet-chase.png,vesselunet,chase
4448,4448,s42-q1032-im49-im90-impicker,1032,49,90,49,42,3,False,003552-laddernet-chase.png,003552-vesselunet-chase.png,003552-laddernet-chase.png,laddernet,chase
4449,4449,s42-q1036-im92-im134-impicker,1036,92,134,134,42,3,False,003552-iternet_uni-chase.png,003552-saunet-chase.png,003552-saunet-chase.png,saunet,chase
4450,4450,s42-q1044-im92-im103-impicker,1044,92,103,103,42,3,False,003552-iternet_uni-chase.png,003552-iternet-chase.png,003552-iternet-chase.png,iternet,chase
4451,4451,s42-q1031-im134-im140-impicker,1031,134,140,140,42,3,True,003552-saunet-chase.png,003552-eswanet-chase.png,003552-eswanet-chase.png,eswanet,chase
4452,4452,s42-q1045-im103-im140-impicker,1045,103,140,140,42,6,False,003552-iternet-chase.png,003552-eswanet-chase.png,003552-eswanet-chase.png,eswanet,chase
4453,4453,s42-q1010-im90-im113-impicker,1010,90,113,113,42,6,False,003552-vesselunet-chase.png,003552-vgan-chase.png,003552-vgan-chase.png,vgan,chase
4454,4454,s42-q1035-im90-im103-impicker,1035,90,103,90,42,6,False,003552-vesselunet-chase.png,003552-iternet-chase.png,003552-vesselunet-chase.png,vesselunet,chase
4455,4455,s42-q1037-im30-im113-impicker,1037,30,113,113,42,6,False,003552-unet-chase.png,003552-vgan-chase.png,003552-vgan-chase.png,vgan,chase
4456,4456,s42-q1012-im49-im113-impicker,1012,49,113,113,42,6,False,003552-laddernet-chase.png,003552-vgan-chase.png,003552-vgan-chase.png,vgan,chase
4457,4457,s42-q1034-im103-im140-impicker,1034,103,140,140,42,6,True,003552-iternet-chase.png,003552-eswanet-chase.png,003552-eswanet-chase.png,eswanet,chase
4458,4458,s42-q1030-im30-im103-impicker,1030,30,103,30,42,6,False,003552-unet-chase.png,003552-iternet-chase.png,003552-unet-chase.png,unet,chase
4459,4459,s42-q1013-im30-im92-impicker,1013,30,92,30,42,6,False,003552-unet-chase.png,003552-iternet_uni-chase.png,003552-unet-chase.png,unet,chase
4460,4460,s42-q1050-im30-im90-impicker,1050,30,90,30,42,6,False,003552-unet-chase.png,003552-vesselunet-chase.png,003552-unet-chase.png,unet,chase
4461,4461,s42-q1015-im30-im134-impicker,1015,30,134,30,42,6,False,003552-unet-chase.png,003552-saunet-chase.png,003552-unet-chase.png,unet,chase
4462,4462,s42-q1041-im49-im103-impicker,1041,49,103,49,42,6,False,003552-laddernet-chase.png,003552-iternet-chase.png,003552-laddernet-chase.png,laddernet,chase
4463,4463,s42-q1040-im92-im140-impicker,1040,92,140,140,42,6,False,003552-iternet_uni-chase.png,003552-eswanet-chase.png,003552-eswanet-chase.png,eswanet,chase
4464,4464,s42-q1025-im113-im140-impicker,1025,113,140,113,42,6,False,003552-vgan-chase.png,003552-eswanet-chase.png,003552-vgan-chase.png,vgan,chase
