,img_pair,question,img1,img2,answer,survey,observer,is_redundant,img1_fname,img2_fname,answer_fname,network,dataset
703,s25-q297-im61-im106-impicker,297,61,106,61,25,3,True,001094-vgan-chase.png,001094-unet-chase.png,001094-vgan-chase.png,vgan,chase
704,s25-q324-im106-im115-impicker,324,106,115,106,25,3,True,001094-unet-chase.png,001094-laddernet-chase.png,001094-unet-chase.png,unet,chase
705,s25-q328-im115-im188-impicker,328,115,188,115,25,3,True,001094-laddernet-chase.png,001094-saunet-chase.png,001094-laddernet-chase.png,laddernet,chase
706,s25-q329-im110-im188-impicker,329,110,188,188,25,3,False,001094-vesselunet-chase.png,001094-saunet-chase.png,001094-saunet-chase.png,saunet,chase
707,s25-q299-im61-im188-impicker,299,61,188,188,25,3,True,001094-vgan-chase.png,001094-saunet-chase.png,001094-saunet-chase.png,saunet,chase
708,s25-q334-im106-im110-impicker,334,106,110,110,25,3,True,001094-unet-chase.png,001094-vesselunet-chase.png,001094-vesselunet-chase.png,vesselunet,chase
709,s25-q307-im59-im110-impicker,307,59,110,110,25,3,False,001094-iternet_uni-chase.png,001094-vesselunet-chase.png,001094-vesselunet-chase.png,vesselunet,chase
710,s25-q317-im115-im139-impicker,317,115,139,139,25,3,False,001094-laddernet-chase.png,001094-eswanet-chase.png,001094-eswanet-chase.png,eswanet,chase
711,s25-q316-im61-im110-impicker,316,61,110,110,25,3,False,001094-vgan-chase.png,001094-vesselunet-chase.png,001094-vesselunet-chase.png,vesselunet,chase
712,s25-q311-im59-im115-impicker,311,59,115,115,25,3,False,001094-iternet_uni-chase.png,001094-laddernet-chase.png,001094-laddernet-chase.png,laddernet,chase
713,s25-q336-im83-im188-impicker,336,83,188,188,25,3,False,001094-iternet-chase.png,001094-saunet-chase.png,001094-saunet-chase.png,saunet,chase
714,s25-q295-im59-im139-impicker,295,59,139,139,25,6,False,001094-iternet_uni-chase.png,001094-eswanet-chase.png,001094-eswanet-chase.png,eswanet,chase
715,s25-q320-im59-im83-impicker,320,59,83,83,25,6,False,001094-iternet_uni-chase.png,001094-iternet-chase.png,001094-iternet-chase.png,iternet,chase
716,s25-q314-im59-im61-impicker,314,59,61,61,25,6,False,001094-iternet_uni-chase.png,001094-vgan-chase.png,001094-vgan-chase.png,vgan,chase
717,s25-q319-im110-im139-impicker,319,110,139,110,25,6,False,001094-vesselunet-chase.png,001094-eswanet-chase.png,001094-vesselunet-chase.png,vesselunet,chase
718,s25-q296-im61-im139-impicker,296,61,139,61,25,6,False,001094-vgan-chase.png,001094-eswanet-chase.png,001094-vgan-chase.png,vgan,chase
719,s25-q326-im61-im115-impicker,326,61,115,61,25,6,False,001094-vgan-chase.png,001094-laddernet-chase.png,001094-vgan-chase.png,vgan,chase
720,s25-q306-im139-im188-impicker,306,139,188,139,25,6,False,001094-eswanet-chase.png,001094-saunet-chase.png,001094-eswanet-chase.png,eswanet,chase
721,s25-q308-im83-im106-impicker,308,83,106,106,25,6,False,001094-iternet-chase.png,001094-unet-chase.png,001094-unet-chase.png,unet,chase
722,s25-q305-im61-im106-impicker,305,61,106,61,25,6,False,001094-vgan-chase.png,001094-unet-chase.png,001094-vgan-chase.png,vgan,chase
723,s25-q323-im83-im110-impicker,323,83,110,110,25,6,False,001094-iternet-chase.png,001094-vesselunet-chase.png,001094-vesselunet-chase.png,vesselunet,chase
724,s25-q312-im106-im115-impicker,312,106,115,106,25,6,False,001094-unet-chase.png,001094-laddernet-chase.png,001094-unet-chase.png,unet,chase
725,s25-q298-im61-im83-impicker,298,61,83,61,25,6,False,001094-vgan-chase.png,001094-iternet-chase.png,001094-vgan-chase.png,vgan,chase
726,s25-q333-im110-im115-impicker,333,110,115,115,25,6,False,001094-vesselunet-chase.png,001094-laddernet-chase.png,001094-laddernet-chase.png,laddernet,chase
727,s25-q309-im59-im106-impicker,309,59,106,106,25,6,False,001094-iternet_uni-chase.png,001094-unet-chase.png,001094-unet-chase.png,unet,chase
728,s25-q335-im106-im188-impicker,335,106,188,106,25,6,False,001094-unet-chase.png,001094-saunet-chase.png,001094-unet-chase.png,unet,chase
729,s25-q304-im83-im115-impicker,304,83,115,115,25,6,False,001094-iternet-chase.png,001094-laddernet-chase.png,001094-laddernet-chase.png,laddernet,chase
730,s25-q318-im106-im139-impicker,318,106,139,106,25,6,False,001094-unet-chase.png,001094-eswanet-chase.png,001094-unet-chase.png,unet,chase
731,s25-q327-im59-im188-impicker,327,59,188,188,25,6,False,001094-iternet_uni-chase.png,001094-saunet-chase.png,001094-saunet-chase.png,saunet,chase
732,s25-q310-im106-im110-impicker,310,106,110,106,25,6,False,001094-unet-chase.png,001094-vesselunet-chase.png,001094-unet-chase.png,unet,chase
733,s25-q322-im139-im188-impicker,322,139,188,139,25,6,True,001094-eswanet-chase.png,001094-saunet-chase.png,001094-eswanet-chase.png,eswanet,chase
734,s25-q332-im110-im139-impicker,332,110,139,110,25,6,True,001094-vesselunet-chase.png,001094-eswanet-chase.png,001094-vesselunet-chase.png,vesselunet,chase
735,s25-q313-im106-im188-impicker,313,106,188,106,25,6,True,001094-unet-chase.png,001094-saunet-chase.png,001094-unet-chase.png,unet,chase
736,s25-q302-im83-im115-impicker,302,83,115,115,25,6,True,001094-iternet-chase.png,001094-laddernet-chase.png,001094-laddernet-chase.png,laddernet,chase
737,s25-q321-im110-im115-impicker,321,110,115,115,25,6,True,001094-vesselunet-chase.png,001094-laddernet-chase.png,001094-laddernet-chase.png,laddernet,chase
738,s25-q330-im59-im106-impicker,330,59,106,106,25,6,True,001094-iternet_uni-chase.png,001094-unet-chase.png,001094-unet-chase.png,unet,chase
739,s25-q331-im115-im188-impicker,331,115,188,115,25,6,False,001094-laddernet-chase.png,001094-saunet-chase.png,001094-laddernet-chase.png,laddernet,chase
740,s25-q301-im106-im139-impicker,301,106,139,106,25,6,True,001094-unet-chase.png,001094-eswanet-chase.png,001094-unet-chase.png,unet,chase
741,s25-q300-im59-im139-impicker,300,59,139,139,25,6,True,001094-iternet_uni-chase.png,001094-eswanet-chase.png,001094-eswanet-chase.png,eswanet,chase
742,s25-q315-im83-im139-impicker,315,83,139,139,25,6,False,001094-iternet-chase.png,001094-eswanet-chase.png,001094-eswanet-chase.png,eswanet,chase
743,s25-q303-im83-im106-impicker,303,83,106,106,25,6,True,001094-iternet-chase.png,001094-unet-chase.png,001094-unet-chase.png,unet,chase
744,s25-q325-im61-im188-impicker,325,61,188,61,25,6,False,001094-vgan-chase.png,001094-saunet-chase.png,001094-vgan-chase.png,vgan,chase
745,s25-q297-im61-im106-impicker,297,61,106,106,25,6,True,001094-vgan-chase.png,001094-unet-chase.png,001094-unet-chase.png,unet,chase
746,s25-q324-im106-im115-impicker,324,106,115,106,25,6,True,001094-unet-chase.png,001094-laddernet-chase.png,001094-unet-chase.png,unet,chase
747,s25-q328-im115-im188-impicker,328,115,188,115,25,6,True,001094-laddernet-chase.png,001094-saunet-chase.png,001094-laddernet-chase.png,laddernet,chase
748,s25-q329-im110-im188-impicker,329,110,188,110,25,6,False,001094-vesselunet-chase.png,001094-saunet-chase.png,001094-vesselunet-chase.png,vesselunet,chase
749,s25-q299-im61-im188-impicker,299,61,188,61,25,6,True,001094-vgan-chase.png,001094-saunet-chase.png,001094-vgan-chase.png,vgan,chase
750,s25-q334-im106-im110-impicker,334,106,110,106,25,6,True,001094-unet-chase.png,001094-vesselunet-chase.png,001094-unet-chase.png,unet,chase
751,s25-q307-im59-im110-impicker,307,59,110,110,25,6,False,001094-iternet_uni-chase.png,001094-vesselunet-chase.png,001094-vesselunet-chase.png,vesselunet,chase
752,s25-q317-im115-im139-impicker,317,115,139,115,25,6,False,001094-laddernet-chase.png,001094-eswanet-chase.png,001094-laddernet-chase.png,laddernet,chase
753,s25-q316-im61-im110-impicker,316,61,110,61,25,6,False,001094-vgan-chase.png,001094-vesselunet-chase.png,001094-vgan-chase.png,vgan,chase
754,s25-q311-im59-im115-impicker,311,59,115,115,25,6,False,001094-iternet_uni-chase.png,001094-laddernet-chase.png,001094-laddernet-chase.png,laddernet,chase
755,s25-q336-im83-im188-impicker,336,83,188,188,25,6,False,001094-iternet-chase.png,001094-saunet-chase.png,001094-saunet-chase.png,saunet,chase
756,s25-q295-im59-im139-impicker,295,59,139,139,25,1,False,001094-iternet_uni-chase.png,001094-eswanet-chase.png,001094-eswanet-chase.png,eswanet,chase
757,s25-q320-im59-im83-impicker,320,59,83,59,25,1,False,001094-iternet_uni-chase.png,001094-iternet-chase.png,001094-iternet_uni-chase.png,iternet_uni,chase
758,s25-q314-im59-im61-impicker,314,59,61,61,25,1,False,001094-iternet_uni-chase.png,001094-vgan-chase.png,001094-vgan-chase.png,vgan,chase
759,s25-q319-im110-im139-impicker,319,110,139,139,25,1,False,001094-vesselunet-chase.png,001094-eswanet-chase.png,001094-eswanet-chase.png,eswanet,chase
760,s25-q296-im61-im139-impicker,296,61,139,61,25,1,False,001094-vgan-chase.png,001094-eswanet-chase.png,001094-vgan-chase.png,vgan,chase
761,s25-q326-im61-im115-impicker,326,61,115,61,25,1,False,001094-vgan-chase.png,001094-laddernet-chase.png,001094-vgan-chase.png,vgan,chase
762,s25-q306-im139-im188-impicker,306,139,188,188,25,1,False,001094-eswanet-chase.png,001094-saunet-chase.png,001094-saunet-chase.png,saunet,chase
763,s25-q308-im83-im106-impicker,308,83,106,106,25,1,False,001094-iternet-chase.png,001094-unet-chase.png,001094-unet-chase.png,unet,chase
764,s25-q305-im61-im106-impicker,305,61,106,61,25,1,False,001094-vgan-chase.png,001094-unet-chase.png,001094-vgan-chase.png,vgan,chase
765,s25-q323-im83-im110-impicker,323,83,110,110,25,1,False,001094-iternet-chase.png,001094-vesselunet-chase.png,001094-vesselunet-chase.png,vesselunet,chase
766,s25-q312-im106-im115-impicker,312,106,115,106,25,1,False,001094-unet-chase.png,001094-laddernet-chase.png,001094-unet-chase.png,unet,chase
767,s25-q298-im61-im83-impicker,298,61,83,61,25,1,False,001094-vgan-chase.png,001094-iternet-chase.png,001094-vgan-chase.png,vgan,chase
768,s25-q333-im110-im115-impicker,333,110,115,115,25,1,False,001094-vesselunet-chase.png,001094-laddernet-chase.png,001094-laddernet-chase.png,laddernet,chase
769,s25-q309-im59-im106-impicker,309,59,106,106,25,1,False,001094-iternet_uni-chase.png,001094-unet-chase.png,001094-unet-chase.png,unet,chase
770,s25-q335-im106-im188-impicker,335,106,188,106,25,1,False,001094-unet-chase.png,001094-saunet-chase.png,001094-unet-chase.png,unet,chase
771,s25-q304-im83-im115-impicker,304,83,115,115,25,1,False,001094-iternet-chase.png,001094-laddernet-chase.png,001094-laddernet-chase.png,laddernet,chase
772,s25-q318-im106-im139-impicker,318,106,139,139,25,1,False,001094-unet-chase.png,001094-eswanet-chase.png,001094-eswanet-chase.png,eswanet,chase
773,s25-q327-im59-im188-impicker,327,59,188,188,25,1,False,001094-iternet_uni-chase.png,001094-saunet-chase.png,001094-saunet-chase.png,saunet,chase
774,s25-q310-im106-im110-impicker,310,106,110,106,25,1,False,001094-unet-chase.png,001094-vesselunet-chase.png,001094-unet-chase.png,unet,chase
775,s25-q322-im139-im188-impicker,322,139,188,188,25,1,True,001094-eswanet-chase.png,001094-saunet-chase.png,001094-saunet-chase.png,saunet,chase
776,s25-q332-im110-im139-impicker,332,110,139,110,25,1,True,001094-vesselunet-chase.png,001094-eswanet-chase.png,001094-vesselunet-chase.png,vesselunet,chase
777,s25-q313-im106-im188-impicker,313,106,188,106,25,1,True,001094-unet-chase.png,001094-saunet-chase.png,001094-unet-chase.png,unet,chase
778,s25-q302-im83-im115-impicker,302,83,115,115,25,1,True,001094-iternet-chase.png,001094-laddernet-chase.png,001094-laddernet-chase.png,laddernet,chase
779,s25-q321-im110-im115-impicker,321,110,115,115,25,1,True,001094-vesselunet-chase.png,001094-laddernet-chase.png,001094-laddernet-chase.png,laddernet,chase
780,s25-q330-im59-im106-impicker,330,59,106,106,25,1,True,001094-iternet_uni-chase.png,001094-unet-chase.png,001094-unet-chase.png,unet,chase
781,s25-q331-im115-im188-impicker,331,115,188,115,25,1,False,001094-laddernet-chase.png,001094-saunet-chase.png,001094-laddernet-chase.png,laddernet,chase
782,s25-q301-im106-im139-impicker,301,106,139,106,25,1,True,001094-unet-chase.png,001094-eswanet-chase.png,001094-unet-chase.png,unet,chase
783,s25-q300-im59-im139-impicker,300,59,139,139,25,1,True,001094-iternet_uni-chase.png,001094-eswanet-chase.png,001094-eswanet-chase.png,eswanet,chase
784,s25-q315-im83-im139-impicker,315,83,139,139,25,1,False,001094-iternet-chase.png,001094-eswanet-chase.png,001094-eswanet-chase.png,eswanet,chase
785,s25-q303-im83-im106-impicker,303,83,106,106,25,1,True,001094-iternet-chase.png,001094-unet-chase.png,001094-unet-chase.png,unet,chase
786,s25-q325-im61-im188-impicker,325,61,188,61,25,1,False,001094-vgan-chase.png,001094-saunet-chase.png,001094-vgan-chase.png,vgan,chase
787,s25-q297-im61-im106-impicker,297,61,106,61,25,1,True,001094-vgan-chase.png,001094-unet-chase.png,001094-vgan-chase.png,vgan,chase
788,s25-q324-im106-im115-impicker,324,106,115,115,25,1,True,001094-unet-chase.png,001094-laddernet-chase.png,001094-laddernet-chase.png,laddernet,chase
789,s25-q328-im115-im188-impicker,328,115,188,115,25,1,True,001094-laddernet-chase.png,001094-saunet-chase.png,001094-laddernet-chase.png,laddernet,chase
790,s25-q329-im110-im188-impicker,329,110,188,188,25,1,False,001094-vesselunet-chase.png,001094-saunet-chase.png,001094-saunet-chase.png,saunet,chase
791,s25-q299-im61-im188-impicker,299,61,188,188,25,1,True,001094-vgan-chase.png,001094-saunet-chase.png,001094-saunet-chase.png,saunet,chase
792,s25-q334-im106-im110-impicker,334,106,110,106,25,1,True,001094-unet-chase.png,001094-vesselunet-chase.png,001094-unet-chase.png,unet,chase
793,s25-q307-im59-im110-impicker,307,59,110,110,25,1,False,001094-iternet_uni-chase.png,001094-vesselunet-chase.png,001094-vesselunet-chase.png,vesselunet,chase
794,s25-q317-im115-im139-impicker,317,115,139,115,25,1,False,001094-laddernet-chase.png,001094-eswanet-chase.png,001094-laddernet-chase.png,laddernet,chase
795,s25-q316-im61-im110-impicker,316,61,110,61,25,1,False,001094-vgan-chase.png,001094-vesselunet-chase.png,001094-vgan-chase.png,vgan,chase
796,s25-q311-im59-im115-impicker,311,59,115,115,25,1,False,001094-iternet_uni-chase.png,001094-laddernet-chase.png,001094-laddernet-chase.png,laddernet,chase
797,s25-q336-im83-im188-impicker,336,83,188,188,25,1,False,001094-iternet-chase.png,001094-saunet-chase.png,001094-saunet-chase.png,saunet,chase
798,s25-q295-im59-im139-impicker,295,59,139,139,25,2,False,001094-iternet_uni-chase.png,001094-eswanet-chase.png,001094-eswanet-chase.png,eswanet,chase
799,s25-q320-im59-im83-impicker,320,59,83,83,25,2,False,001094-iternet_uni-chase.png,001094-iternet-chase.png,001094-iternet-chase.png,iternet,chase
800,s25-q314-im59-im61-impicker,314,59,61,61,25,2,False,001094-iternet_uni-chase.png,001094-vgan-chase.png,001094-vgan-chase.png,vgan,chase
801,s25-q319-im110-im139-impicker,319,110,139,139,25,2,False,001094-vesselunet-chase.png,001094-eswanet-chase.png,001094-eswanet-chase.png,eswanet,chase
802,s25-q296-im61-im139-impicker,296,61,139,61,25,2,False,001094-vgan-chase.png,001094-eswanet-chase.png,001094-vgan-chase.png,vgan,chase
803,s25-q326-im61-im115-impicker,326,61,115,61,25,2,False,001094-vgan-chase.png,001094-laddernet-chase.png,001094-vgan-chase.png,vgan,chase
804,s25-q306-im139-im188-impicker,306,139,188,139,25,2,False,001094-eswanet-chase.png,001094-saunet-chase.png,001094-eswanet-chase.png,eswanet,chase
805,s25-q308-im83-im106-impicker,308,83,106,106,25,2,False,001094-iternet-chase.png,001094-unet-chase.png,001094-unet-chase.png,unet,chase
806,s25-q305-im61-im106-impicker,305,61,106,61,25,2,False,001094-vgan-chase.png,001094-unet-chase.png,001094-vgan-chase.png,vgan,chase
807,s25-q323-im83-im110-impicker,323,83,110,110,25,2,False,001094-iternet-chase.png,001094-vesselunet-chase.png,001094-vesselunet-chase.png,vesselunet,chase
808,s25-q312-im106-im115-impicker,312,106,115,115,25,2,False,001094-unet-chase.png,001094-laddernet-chase.png,001094-laddernet-chase.png,laddernet,chase
809,s25-q298-im61-im83-impicker,298,61,83,61,25,2,False,001094-vgan-chase.png,001094-iternet-chase.png,001094-vgan-chase.png,vgan,chase
810,s25-q333-im110-im115-impicker,333,110,115,110,25,2,False,001094-vesselunet-chase.png,001094-laddernet-chase.png,001094-vesselunet-chase.png,vesselunet,chase
811,s25-q309-im59-im106-impicker,309,59,106,106,25,2,False,001094-iternet_uni-chase.png,001094-unet-chase.png,001094-unet-chase.png,unet,chase
812,s25-q335-im106-im188-impicker,335,106,188,188,25,2,False,001094-unet-chase.png,001094-saunet-chase.png,001094-saunet-chase.png,saunet,chase
813,s25-q304-im83-im115-impicker,304,83,115,115,25,2,False,001094-iternet-chase.png,001094-laddernet-chase.png,001094-laddernet-chase.png,laddernet,chase
814,s25-q318-im106-im139-impicker,318,106,139,139,25,2,False,001094-unet-chase.png,001094-eswanet-chase.png,001094-eswanet-chase.png,eswanet,chase
815,s25-q327-im59-im188-impicker,327,59,188,188,25,2,False,001094-iternet_uni-chase.png,001094-saunet-chase.png,001094-saunet-chase.png,saunet,chase
816,s25-q310-im106-im110-impicker,310,106,110,110,25,2,False,001094-unet-chase.png,001094-vesselunet-chase.png,001094-vesselunet-chase.png,vesselunet,chase
817,s25-q322-im139-im188-impicker,322,139,188,139,25,2,True,001094-eswanet-chase.png,001094-saunet-chase.png,001094-eswanet-chase.png,eswanet,chase
818,s25-q332-im110-im139-impicker,332,110,139,139,25,2,True,001094-vesselunet-chase.png,001094-eswanet-chase.png,001094-eswanet-chase.png,eswanet,chase
819,s25-q313-im106-im188-impicker,313,106,188,106,25,2,True,001094-unet-chase.png,001094-saunet-chase.png,001094-unet-chase.png,unet,chase
820,s25-q302-im83-im115-impicker,302,83,115,115,25,2,True,001094-iternet-chase.png,001094-laddernet-chase.png,001094-laddernet-chase.png,laddernet,chase
821,s25-q321-im110-im115-impicker,321,110,115,115,25,2,True,001094-vesselunet-chase.png,001094-laddernet-chase.png,001094-laddernet-chase.png,laddernet,chase
822,s25-q330-im59-im106-impicker,330,59,106,106,25,2,True,001094-iternet_uni-chase.png,001094-unet-chase.png,001094-unet-chase.png,unet,chase
823,s25-q331-im115-im188-impicker,331,115,188,188,25,2,False,001094-laddernet-chase.png,001094-saunet-chase.png,001094-saunet-chase.png,saunet,chase
824,s25-q301-im106-im139-impicker,301,106,139,106,25,2,True,001094-unet-chase.png,001094-eswanet-chase.png,001094-unet-chase.png,unet,chase
825,s25-q300-im59-im139-impicker,300,59,139,139,25,2,True,001094-iternet_uni-chase.png,001094-eswanet-chase.png,001094-eswanet-chase.png,eswanet,chase
826,s25-q315-im83-im139-impicker,315,83,139,139,25,2,False,001094-iternet-chase.png,001094-eswanet-chase.png,001094-eswanet-chase.png,eswanet,chase
827,s25-q303-im83-im106-impicker,303,83,106,106,25,2,True,001094-iternet-chase.png,001094-unet-chase.png,001094-unet-chase.png,unet,chase
828,s25-q325-im61-im188-impicker,325,61,188,61,25,2,False,001094-vgan-chase.png,001094-saunet-chase.png,001094-vgan-chase.png,vgan,chase
829,s25-q297-im61-im106-impicker,297,61,106,61,25,2,True,001094-vgan-chase.png,001094-unet-chase.png,001094-vgan-chase.png,vgan,chase
830,s25-q324-im106-im115-impicker,324,106,115,115,25,2,True,001094-unet-chase.png,001094-laddernet-chase.png,001094-laddernet-chase.png,laddernet,chase
831,s25-q328-im115-im188-impicker,328,115,188,115,25,2,True,001094-laddernet-chase.png,001094-saunet-chase.png,001094-laddernet-chase.png,laddernet,chase
832,s25-q329-im110-im188-impicker,329,110,188,188,25,2,False,001094-vesselunet-chase.png,001094-saunet-chase.png,001094-saunet-chase.png,saunet,chase
833,s25-q299-im61-im188-impicker,299,61,188,61,25,2,True,001094-vgan-chase.png,001094-saunet-chase.png,001094-vgan-chase.png,vgan,chase
834,s25-q334-im106-im110-impicker,334,106,110,110,25,2,True,001094-unet-chase.png,001094-vesselunet-chase.png,001094-vesselunet-chase.png,vesselunet,chase
835,s25-q307-im59-im110-impicker,307,59,110,110,25,2,False,001094-iternet_uni-chase.png,001094-vesselunet-chase.png,001094-vesselunet-chase.png,vesselunet,chase
836,s25-q317-im115-im139-impicker,317,115,139,115,25,2,False,001094-laddernet-chase.png,001094-eswanet-chase.png,001094-laddernet-chase.png,laddernet,chase
837,s25-q316-im61-im110-impicker,316,61,110,61,25,2,False,001094-vgan-chase.png,001094-vesselunet-chase.png,001094-vgan-chase.png,vgan,chase
838,s25-q311-im59-im115-impicker,311,59,115,115,25,2,False,001094-iternet_uni-chase.png,001094-laddernet-chase.png,001094-laddernet-chase.png,laddernet,chase
839,s25-q336-im83-im188-impicker,336,83,188,188,25,2,False,001094-iternet-chase.png,001094-saunet-chase.png,001094-saunet-chase.png,saunet,chase
840,s18-q10-im35-im62-impicker,10,35,62,62,18,4,False,000762-saunet-chase.png,000762-iternet-chase.png,000762-iternet-chase.png,iternet,chase
841,s18-q12-im35-im156-impicker,12,35,156,156,18,4,False,000762-saunet-chase.png,000762-eswanet-chase.png,000762-eswanet-chase.png,eswanet,chase
842,s18-q42-im62-im88-impicker,42,62,88,88,18,4,False,000762-iternet-chase.png,000762-iternet_uni-chase.png,000762-iternet_uni-chase.png,iternet_uni,chase
843,s18-q1-im82-im214-impicker,1,82,214,214,18,4,False,000762-unet-chase.png,000762-laddernet-chase.png,000762-laddernet-chase.png,laddernet,chase
844,s18-q3-im82-im120-impicker,3,82,120,120,18,4,False,000762-unet-chase.png,000762-vesselunet-chase.png,000762-vesselunet-chase.png,vesselunet,chase
845,s18-q28-im62-im177-impicker,28,62,177,177,18,4,False,000762-iternet-chase.png,000762-vgan-chase.png,000762-vgan-chase.png,vgan,chase
846,s18-q34-im82-im177-impicker,34,82,177,177,18,4,False,000762-unet-chase.png,000762-vgan-chase.png,000762-vgan-chase.png,vgan,chase
847,s18-q16-im35-im156-impicker,16,35,156,156,18,4,True,000762-saunet-chase.png,000762-eswanet-chase.png,000762-eswanet-chase.png,eswanet,chase
848,s18-q25-im88-im177-impicker,25,88,177,177,18,4,False,000762-iternet_uni-chase.png,000762-vgan-chase.png,000762-vgan-chase.png,vgan,chase
849,s18-q30-im88-im156-impicker,30,88,156,156,18,4,False,000762-iternet_uni-chase.png,000762-eswanet-chase.png,000762-eswanet-chase.png,eswanet,chase
850,s18-q6-im82-im120-impicker,6,82,120,120,18,4,True,000762-unet-chase.png,000762-vesselunet-chase.png,000762-vesselunet-chase.png,vesselunet,chase
851,s18-q39-im35-im120-impicker,39,35,120,120,18,4,False,000762-saunet-chase.png,000762-vesselunet-chase.png,000762-vesselunet-chase.png,vesselunet,chase
852,s18-q40-im62-im120-impicker,40,62,120,120,18,4,False,000762-iternet-chase.png,000762-vesselunet-chase.png,000762-vesselunet-chase.png,vesselunet,chase
853,s18-q19-im120-im156-impicker,19,120,156,156,18,4,False,000762-vesselunet-chase.png,000762-eswanet-chase.png,000762-eswanet-chase.png,eswanet,chase
854,s18-q20-im82-im88-impicker,20,82,88,88,18,4,False,000762-unet-chase.png,000762-iternet_uni-chase.png,000762-iternet_uni-chase.png,iternet_uni,chase
855,s18-q17-im35-im62-impicker,17,35,62,62,18,4,True,000762-saunet-chase.png,000762-iternet-chase.png,000762-iternet-chase.png,iternet,chase
856,s18-q8-im35-im88-impicker,8,35,88,88,18,4,False,000762-saunet-chase.png,000762-iternet_uni-chase.png,000762-iternet_uni-chase.png,iternet_uni,chase
857,s18-q18-im35-im82-impicker,18,35,82,82,18,4,False,000762-saunet-chase.png,000762-unet-chase.png,000762-unet-chase.png,unet,chase
858,s18-q29-im120-im214-impicker,29,120,214,214,18,4,False,000762-vesselunet-chase.png,000762-laddernet-chase.png,000762-laddernet-chase.png,laddernet,chase
859,s18-q5-im120-im177-impicker,5,120,177,177,18,4,False,000762-vesselunet-chase.png,000762-vgan-chase.png,000762-vgan-chase.png,vgan,chase
860,s18-q14-im62-im156-impicker,14,62,156,156,18,4,False,000762-iternet-chase.png,000762-eswanet-chase.png,000762-eswanet-chase.png,eswanet,chase
861,s18-q2-im82-im156-impicker,2,82,156,156,18,4,False,000762-unet-chase.png,000762-eswanet-chase.png,000762-eswanet-chase.png,eswanet,chase
862,s18-q21-im156-im177-impicker,21,156,177,177,18,4,False,000762-eswanet-chase.png,000762-vgan-chase.png,000762-vgan-chase.png,vgan,chase
863,s18-q31-im35-im177-impicker,31,35,177,177,18,4,False,000762-saunet-chase.png,000762-vgan-chase.png,000762-vgan-chase.png,vgan,chase
864,s18-q32-im82-im156-impicker,32,82,156,156,18,4,True,000762-unet-chase.png,000762-eswanet-chase.png,000762-eswanet-chase.png,eswanet,chase
865,s18-q13-im177-im214-impicker,13,177,214,214,18,4,False,000762-vgan-chase.png,000762-laddernet-chase.png,000762-laddernet-chase.png,laddernet,chase
866,s18-q15-im62-im214-impicker,15,62,214,214,18,4,False,000762-iternet-chase.png,000762-laddernet-chase.png,000762-laddernet-chase.png,laddernet,chase
867,s18-q33-im62-im120-impicker,33,62,120,120,18,4,True,000762-iternet-chase.png,000762-vesselunet-chase.png,000762-vesselunet-chase.png,vesselunet,chase
868,s18-q41-im62-im156-impicker,41,62,156,156,18,4,True,000762-iternet-chase.png,000762-eswanet-chase.png,000762-eswanet-chase.png,eswanet,chase
869,s18-q27-im177-im214-impicker,27,177,214,214,18,4,True,000762-vgan-chase.png,000762-laddernet-chase.png,000762-laddernet-chase.png,laddernet,chase
870,s18-q36-im88-im120-impicker,36,88,120,120,18,4,False,000762-iternet_uni-chase.png,000762-vesselunet-chase.png,000762-vesselunet-chase.png,vesselunet,chase
871,s18-q9-im62-im177-impicker,9,62,177,177,18,4,True,000762-iternet-chase.png,000762-vgan-chase.png,000762-vgan-chase.png,vgan,chase
872,s18-q4-im120-im156-impicker,4,120,156,156,18,4,True,000762-vesselunet-chase.png,000762-eswanet-chase.png,000762-eswanet-chase.png,eswanet,chase
873,s18-q11-im62-im88-impicker,11,62,88,88,18,4,True,000762-iternet-chase.png,000762-iternet_uni-chase.png,000762-iternet_uni-chase.png,iternet_uni,chase
874,s18-q22-im35-im120-impicker,22,35,120,120,18,4,True,000762-saunet-chase.png,000762-vesselunet-chase.png,000762-vesselunet-chase.png,vesselunet,chase
875,s18-q7-im120-im177-impicker,7,120,177,177,18,4,True,000762-vesselunet-chase.png,000762-vgan-chase.png,000762-vgan-chase.png,vgan,chase
876,s18-q37-im62-im82-impicker,37,62,82,82,18,4,False,000762-iternet-chase.png,000762-unet-chase.png,000762-unet-chase.png,unet,chase
877,s18-q35-im88-im214-impicker,35,88,214,214,18,4,False,000762-iternet_uni-chase.png,000762-laddernet-chase.png,000762-laddernet-chase.png,laddernet,chase
878,s18-q26-im82-im88-impicker,26,82,88,88,18,4,True,000762-unet-chase.png,000762-iternet_uni-chase.png,000762-iternet_uni-chase.png,iternet_uni,chase
879,s18-q23-im82-im214-impicker,23,82,214,214,18,4,True,000762-unet-chase.png,000762-laddernet-chase.png,000762-laddernet-chase.png,laddernet,chase
880,s18-q38-im35-im214-impicker,38,35,214,214,18,4,False,000762-saunet-chase.png,000762-laddernet-chase.png,000762-laddernet-chase.png,laddernet,chase
881,s18-q24-im156-im214-impicker,24,156,214,214,18,4,False,000762-eswanet-chase.png,000762-laddernet-chase.png,000762-laddernet-chase.png,laddernet,chase
882,s18-q10-im35-im62-impicker,10,35,62,35,18,6,False,000762-saunet-chase.png,000762-iternet-chase.png,000762-saunet-chase.png,saunet,chase
